school,village,grade,no,stage,hear talk,gender,number of owls seen,what owls eat,home,where build nest,attitude to owls,like nesting in roof,how many different types of owls have you seen near your home?,afraid of owls,what did when last saw owl,what do if owl lands on the roof ,would put nest box in yard,what do you associate owls with?,what do you believe is going to happen if  an owl lands on the roof of your home?,"what problem, if any, do rats and mice cause for you and your family?","what problem, if any, do rats and mice cause for you and your family? 2",what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,"what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?"
Ndengeza Senior Secondary School,Ndengeza,11 and 12,62,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,,no,one,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,63,1 prior,not applicable,female,none,rats and mice,no,in a cavity in a tree,1 - not like,no,none,1 - not afraid,1 - nothing,3 - chase the owl away,no,,it going to make a big noise and its going to irritate the people those are inside the house,its cause a huge problems because its eat our clothes and even our feets,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,64,1 prior,not applicable,female,one,rats and mice,no,in the roof of a house,1 - not like,no,none,2 - very afraid,2 - run away,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,65,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,1 - not like,no,none,2 - very afraid,1 - nothing,3 - chase the owl away,no,,the will be lot of noise in the roof and you want able to sleep at all,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,66,1 prior,not applicable,female,two,rats and mice,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,I associate owls with witch people,the owl may bring some bad thing because I believe must many people  use owl to destroy others,they bring many owls to me and my family and we really hate owl,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,67,1 prior,not applicable,male,one,rats and mice,,in the branches of a tree,1 - not like,no,one,2 - very afraid,1 - nothing,3 - chase the owl away,no,I don't like  owls because so ugly is destroy the animals like birds I chase away owl which people,I chase owl away from my home because is she afraid of owls I don't like owls,eating clothes and eating food that are left be half,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,68,1 prior,not applicable,female,four,rats and mice,no,in the branches of a tree,1 - not like,no,four,2 - very afraid,2 - run away,3 - chase the owl away,no,I associate owls with witch because it a bad animal,I believe that when owl come to your home when you did not pray the owl will do bad things to your house,rats and mice cause durty,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,69,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,1 - not like,no,two,2 - very afraid,2 - run away,4 - try and kill the owl,no,the shangaan tripe come into bring when king shaka of the zulu send soshangane. Shangaana people used owls to witch at night,it can make us to scared and I think that the is a someone who want to kill us rats and mice cause for our family by eating our clothes and by eating our food,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,70,1 prior,not applicable,female,two,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,4 - try and kill the owl,no,the shangaana tripe come into being when king shaka to conquet the present day to be witched .shangaana people used owls to fly by night ,we can make us to very scared and I think the is a someone to kill us and we going to terrible,rats and mice eating our clothes. Eating stove cable .for dirty of our houses,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,71,1 prior,not applicable,male,one,rats and mice,no,in the branches of a tree,1 - not like,,one,1 - not afraid,3 - try and kill the owl,4 - try and kill the owl,no,I classify this owl like cat because it just have big eyes it is funny and scary and it is boring are always when I see it,I will just wake up and try to kill it or chase away because I don't like noise and owls has to noise,I will be angry because they will couse owls to come and make some noise at home,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,72,1 prior,not applicable,female,three,rats and mice,no,in the branches of a tree,2 - no feeling,no,three,2 - very afraid,1 - nothing,3 - chase the owl away,no,I associate owls with beats as they are birds that show up during the might and rest during the day . Owl are thought be a witchcraft material as they appeal during the night,it going to make a hell of noise around the house and I will believe that witches used the owl to do their witghcraft things,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,73,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,3 - terrified,2 - run away,2 - run away,no,I associate the owl with an cat because owls are cat eat the rat and mice,the owl will eat a rats or mice but the older people says it is an abormination when the owl cry in your home they say something bad is going to happen,rats and mice eat food and something they eat clothes they even break down the waldrop doors,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,74,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one ,2 - very afraid,1 - nothing,3 - chase the owl away,no,I associate owls with witchcraft and most of people which are an used it. And is a noise thing,"I will feel so afraid and believe that it can make something that make sign while is on your family that it will happen bad thing . E,g some one will die etc",,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,75,1 prior,not applicable,male,tree,rats and mice,no,in the branches of a tree,1 - not like,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,no,the owls looks like a cat,the owl will make make noise and it would make you afraid and because when the owl lands in you hoese it will get crying all night,the rats will coust more rats in you family because the owl eat mice,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,76,1 prior,not applicable,male,four,rats and mice,no,in a cavity in a tree,3 - like,no,four,1 - not afraid,1 - nothing,,no,owl swikhovha xitsonga. Plural farms . They are very interestring birds . They have very unsnally sound when the can during the night,"nothing will happen, but the birds is very happy sound and big eyes","they need owls, but they also coutred",,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,77,1 prior,not applicable,male ,one ,rats and mice,yes,in a cavity in a tree,2 - no feeling,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,yes,I associate owls with bats they are that show up during the night and rest during the day. Owls are thought be a witchcraft as they appear during the night,the owl will make a terrifying noise where everone will be scared and try to chase it away,the rats and mice will eat up the furniture and food might also cause diseases such as black deat,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,78,1 prior,not applicable,male,four,rats and mice,no,in the branches of a tree,1 - not like,no,four,3 - terrified,2 - run away,3 - chase the owl away,no,Owl accoding to me its a symbol witchcraft . The owls always travel midnight and owls always cry midnight and it bring terrified my mind,I believe that witchcraft has sent it to my house I thought their about to witchcraft me witches send owls to witch somebody,I can cry to buy some poisen to poisen it,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,79,1 prior,not applicable,male,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,no,with craft because they appear mostly at night its are to see a owl in during the day. Owl are lightly at night most of people that is why they are afraid of owl,they will be terrified and be dengerous  animals they can bite you by their nails,apparently rats and mice eat food at home and tening up clothes,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,80,1 prior,not applicable,female,three,rats and mice,no,in a cavity in a tree,1 - not like,no,two,2 - very afraid,2 - run away,3 - chase the owl away,no,according to me I think the owls associate with the witches and some other traditional healers who use themas their massangers,I believe that if the owl lands on the roof shows there is a black cloud hanging over their certain family . Sometimes it must have been sent by the witches especially to bring a certain,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,81,1 prior,not applicable,female,one,insects,yes,i the branches of tree,1 - not like,no,one,2 - very afraid,2 - run away,2 - run away,no,owl associate with the witches and its behavour is like witches,I will run and ask for a help to the neibours because when I see owl just get very very afraid because is to agly,the rats eat clothes in my home and also bits our so hate rats,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,82,1 prior,not applicable,,four,rats and mice,no,i the branches of tree,2 - no feeling,no,two,1 - not afraid,1 - nothing,3 - chase the owl away,no,I associate them with cats. They are very similar in their face. The owls eyes are scary. I regards them with bats,"they make noise in the middle at night, sleeping rats and mice .some believe that witchcraft use owls to witch people. I just don't like them but I don't believe about owls","the left overs after eating supper or dinner. Rats will come to eat when you are not home/ sleeping. They eat our properties . e. g clothes, food. Our furniture",,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,83,1 prior,not applicable,male,three,seeds and grains,,in a cavity in a tree,1 - not like,no,one,2 - very afraid,1 - nothing,3 - chase the owl away,no,I think associate with owl say an same if most people they an owl,somebody want to witched me at my own home  ,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,84,1 prior,not applicable,female,none,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,2 - run away,no,the owls look like a cat according to me it also look like person in eyes,according to my culture it is sold that an owls is a sign of load things which craft in other words it is sold that owls bring bad luck to people and I believe its mostly sent by devil,"rats bring owls because owls to come into my home and want food. Rats are problem because rats can eat what ever it comes across they eat clothes , food or even person",,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,85,1 prior,not applicable,female,one,,no,in a cavity in a tree,2 - no feeling,no,one,3 - terrified,3 - try and kill the owl,3 - chase the owl away,yes,"I associate owl with the snake , because am afraid with snake and am taking the snake like an owl and the owl looks like the dangerous thing because the witchcraft using it night","I believe that there is a witchcraft that are after my family , so they are trying to kill one of my family and I believe that the witchcraft are using the owl to witch people",they are eating food and they are damaging our clothes. They are making us became sick. They destroy our furniture,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,86,1 prior,not applicable,female,one,rats and mice,no,in the roof of a house,2 - no feeling,no,one,3 - terrified,3 - try and kill the owl,3 - chase the owl away,yes,I associate owl with the snake because am afraid with snake and am taking like an owl and the owl looks like the dangerous thing because the witchcraft are using it night,I believe there is a witchcraft that are after my family so they are trying to kill one of my family and I believe that the witchcraft are using the people owl to witch people,they are eating food and they are damaging our clothes. They are making us became sick. They destroy our furniture,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,87,1 prior,not applicable,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,1 - nothing,3 - chase the owl away,no,in my understanding I take like a witchcraft are something demonic thing,"an owl is going to make terrible sound noise , and its scary when a owl come to your house sometimes is a sign that something bad will happen e. g someone will die","rats and mice cause it for me my family am going to make sure that we kill this rats and mice, so that when owl comes its will find nothing rats eat clothes, e. g socks and others",,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,88,1 prior,not applicable,female,one,rats and mice,no,in the roof of a house,1 - not like,no,three,2 - very afraid,2 - run away,,no,in my own understand I think the owl is something that people used it in they witchcraft at night cause trouble,I believe that they has sent it to our house to destroy or to checic what is happening in the family sometimes when it came to sign that something bad happen e. g someone will die,the rats is something that I hate a lot in my because if the move into your house everything that they found they eat it wheather it is important or not you if your left some food,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,89,1 prior,not applicable,male,two,rats and mice,no,on the ground,1 - not like,no,none,2 - very afraid,1 - nothing,4 - try and kill the owl,no,"I don't know how can I associate owls with , because this species separate it self","I do believe that owl when owl came and land in my roof, something bad is going to happen , because lot of people they use it as massenger to witch people",I don't have problem with rats I love rats,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,90,1 prior,not applicable,male,two,insects,no,on the ground,2 - no feeling,no,two,1 - not afraid,3 - try and kill the owl,4 - try and kill the owl,no,"I associate owls with rats because they both move outside in the night , the both hate the in a very bad manner , these animals are like hunters who hunt in the night for food","the owl will start to a nest on the roof. But I will chase at away to . It come not make a nest in roof , I would owl call animals to collect it","they come a very bad in my home they eat my food , they eat my product and my furniture even the eating the rats are animal which are associate with snake as their predator",,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,91,1 prior,not applicable,male,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,no,I associate them with witches . I think they are familiar with our oldgranny . To support my statement is to say that . Our old granny long time ago they using them to witch,"I think the owl has came in a way at witchcraft . I believe that the owl has been sent by a witch to do bad things at my home, ","I can talk about rats in my family including mine they attack a home in a way their source of food . When they are at my home, they eat clothes and food and the food that they eat ",,,,,,,,,,,,,,,,,,,,,,
